num_date_time,answer
2_20220829 23,1102.8249004200397
2_20220830 00,1262.0808041901814
2_20220830 01,1285.8298891262355
2_20220830 02,1333.2165915351936
2_20220830 03,1301.1176790605405
2_20220830 04,1235.3068099313782
2_20220830 05,1006.8503355041822
2_20220830 06,932.926555014456
2_20220830 07,986.7601198855245
2_20220830 08,1769.7071480523045
2_20220830 09,2042.6876139572566
2_20220830 10,2236.2141282712005
2_20220830 11,2213.310513524664
2_20220830 12,2208.991163082835
2_20220830 13,2283.3073591118805
2_20220830 14,2272.1952672232396
2_20220830 15,2387.142122043917
2_20220830 16,2387.0275488264365
2_20220830 17,2309.4453858195125
2_20220830 18,2291.7291814252435
2_20220830 19,2080.2686917718556
2_20220830 20,1892.1353714260424
2_20220830 21,1702.0062610073683
2_20220830 22,998.0289892783674
2_20220830 23,1263.3906671256668
2_20220831 00,1337.8632592280924
2_20220831 01,1339.6740813409115
2_20220831 02,1323.3590612674552
2_20220831 03,1309.712698918056
2_20220831 04,1300.2205302653201
2_20220831 05,1272.7357534665805
2_20220831 06,1243.997690521907
2_20220831 07,1208.3576421093182
2_20220831 08,1816.3613629063796
2_20220831 09,2029.3307175911714
2_20220831 10,2244.9218872306506
2_20220831 11,2183.587960599162
2_20220831 12,2154.359530015293
2_20220831 13,2188.4206019299536
2_20220831 14,2179.4436748348676
2_20220831 15,2222.3717097971057
2_20220831 16,2201.5915445729515
2_20220831 17,2117.792866155283
2_20220831 18,2084.614385958825
2_20220831 19,1786.8958137103277
2_20220831 20,1785.53128673963
2_20220831 21,1626.6075322899787
2_20220831 22,983.4010488180395
2_20220831 23,1254.097308141636
3_20220825 00,1019.8901007386197
3_20220825 01,1012.2588364046611
3_20220825 02,992.7425361612316
3_20220825 03,894.0567230453934
3_20220825 04,886.5542739097671
3_20220825 05,907.1576017137584
3_20220825 06,894.1094617063284
3_20220825 07,1010.316366211436
3_20220825 08,1153.832971881253
3_20220825 09,1258.78455953894
3_20220825 10,1289.9806843089123
3_20220825 11,1375.4157891004054
3_20220825 12,1358.8782842650974
3_20220825 13,1474.7242833721082
3_20220825 14,1552.4870996787774
3_20220825 15,1757.300737562109
3_20220825 16,2037.501463008664
3_20220825 17,2068.041931130627
3_20220825 18,2447.6857504331124
3_20220825 19,2575.480547429324
3_20220825 20,2716.3467059321188
3_20220825 21,2034.4005133408562
3_20220825 22,1287.684248534489
3_20220825 23,938.5485343023885
3_20220826 00,983.3540966465004
3_20220826 01,931.6826956694456
3_20220826 02,917.4784828694593
3_20220826 03,893.7356472234102
3_20220826 04,885.1258479952173
3_20220826 05,895.6443375053642
3_20220826 06,904.9432265988086
3_20220826 07,988.3560072677705
3_20220826 08,1161.2930737421148
3_20220826 09,1248.4595201440616
3_20220826 10,1329.8870470349823
3_20220826 11,1397.6234136493972
3_20220826 12,1445.2198117101632
3_20220826 13,1541.0980491138048
3_20220826 14,1643.214493043783
3_20220826 15,1817.6955623917509
3_20220826 16,1988.9369458317656
3_20220826 17,2068.246689497346
3_20220826 18,2621.087636809825
3_20220826 19,2762.7324877998512
3_20220826 20,2683.531353342675
3_20220826 21,2006.0684256978604
3_20220826 22,1260.957247442509
3_20220826 23,963.7888971999015
3_20220827 00,1025.9458541707709
3_20220827 01,929.2770273484986
3_20220827 02,1074.3817443974972
3_20220827 03,908.2833738276283
3_20220827 04,841.9949114574945
3_20220827 05,857.5045234567099
3_20220827 06,873.802487071357
3_20220827 07,894.2559400152263
3_20220827 08,1044.8143548381088
3_20220827 09,1126.5631231882403
3_20220827 10,1279.841912902994
3_20220827 11,1294.6422146107927
3_20220827 12,1402.4589089731433
3_20220827 13,1508.518138142954
3_20220827 14,1614.4779746486574
3_20220827 15,1767.2173179630706
3_20220827 16,1943.1005208880533
3_20220827 17,2079.713209974706
3_20220827 18,2387.934900532451
3_20220827 19,2482.2488920680225
3_20220827 20,2365.615290286874
3_20220827 21,1751.3842341015297
3_20220827 22,1232.6983122070144
3_20220827 23,967.7364162766535
3_20220828 00,967.7155200321913
3_20220828 01,912.343846182132
3_20220828 02,897.0891317523676
3_20220828 03,895.9411301887504
3_20220828 04,859.8386618212769
3_20220828 05,853.9112408050698
3_20220828 06,825.4200669195775
3_20220828 07,856.9260131903382
3_20220828 08,1044.9514045149028
3_20220828 09,1141.1439821153997
3_20220828 10,1260.9182910235465
3_20220828 11,1306.212884202381
3_20220828 12,1399.25709837436
3_20220828 13,1504.6731657733058
3_20220828 14,1619.9475141991852
3_20220828 15,1784.0878871931718
3_20220828 16,1948.9149476074372
3_20220828 17,2114.531123436937
3_20220828 18,2386.820472340193
3_20220828 19,2398.846867837184
3_20220828 20,2150.3413400957616
3_20220828 21,1602.6587180337335
3_20220828 22,1255.5677447381358
3_20220828 23,1154.7223540763382
3_20220829 00,1122.5765775456887
3_20220829 01,1064.0037172756042
3_20220829 02,1036.7095116412645
3_20220829 03,986.4720033790339
3_20220829 04,959.2448808111687
3_20220829 05,938.4169678549251
3_20220829 06,961.0116839313303
3_20220829 07,1028.5708056827782
3_20220829 08,1150.2505990420088
3_20220829 09,1324.9595273703528
3_20220829 10,1350.5837701248422
3_20220829 11,1307.352445448116
3_20220829 12,1308.6103884179056
3_20220829 13,1324.1579730786368
3_20220829 14,1305.6609584847904
3_20220829 15,1241.8606661280655
3_20220829 16,1206.5261310119415
3_20220829 17,1270.837564235275
3_20220829 18,1282.7684015082518
3_20220829 19,1387.174496403421
3_20220829 20,1279.2675006087925
3_20220829 21,1150.9487185483729
3_20220829 22,994.881173805111
3_20220829 23,933.9392205462344
3_20220830 00,932.7130232031026
3_20220830 01,900.9132243673895
3_20220830 02,866.3928419283855
3_20220830 03,884.0589107081672
3_20220830 04,849.4732181400713
3_20220830 05,887.2578094919731
3_20220830 06,953.8034368086038
3_20220830 07,1038.3568148090208
3_20220830 08,1185.9168829156283
3_20220830 09,1372.6572685911342
3_20220830 10,1469.8240929477508
3_20220830 11,1512.914928734757
3_20220830 12,1531.8603104513497
3_20220830 13,1608.3243426872707
3_20220830 14,1686.7073251039715
3_20220830 15,1689.6921915613602
3_20220830 16,1659.6765859137072
3_20220830 17,1614.5700495508156
3_20220830 18,1736.562318842323
3_20220830 19,1322.781640011367
3_20220830 20,1287.865384709961
3_20220830 21,1133.011395257319
3_20220830 22,1136.784236627411
3_20220830 23,965.187231659972
3_20220831 00,977.8474547022682
3_20220831 01,911.8443670827186
3_20220831 02,895.0319865585886
3_20220831 03,862.5234404390799
3_20220831 04,838.8616007202395
3_20220831 05,867.8184470883252
3_20220831 06,902.6604825772895
3_20220831 07,998.2724027123522
3_20220831 08,1137.85094937061
3_20220831 09,1329.8790101580628
3_20220831 10,1408.4540373156415
3_20220831 11,1495.7717226885982
3_20220831 12,1545.6850742183262
3_20220831 13,1558.0025428679921
3_20220831 14,1623.2060266665649
3_20220831 15,1818.638730766037
3_20220831 16,2017.7666644856793
3_20220831 17,2193.3048151343096
3_20220831 18,2534.9496993383773
3_20220831 19,2668.816492959996
3_20220831 20,2575.2362356359604
3_20220831 21,2005.7589967065285
3_20220831 22,1365.8088686636597
3_20220831 23,1053.7577170560758
4_20220825 00,685.6568864407606
4_20220825 01,695.4669297980117
4_20220825 02,677.7171668280452
4_20220825 03,662.6187853167821
4_20220825 04,685.8405607934387
4_20220825 05,668.2616152484484
4_20220825 06,745.9282947180118
4_20220825 07,815.2638497381026
4_20220825 08,1055.7594559426261
4_20220825 09,1247.8088542088376
4_20220825 10,1374.2209801993818
4_20220825 11,1378.720838322094
4_20220825 12,1371.7212868246982
4_20220825 13,1338.9071100994959
4_20220825 14,1287.043523786233
4_20220825 15,1276.0755164366562
4_20220825 16,1271.3089838010992
4_20220825 17,1169.223528554298
4_20220825 18,1045.6051727178217
4_20220825 19,883.1345944703079
4_20220825 20,802.193123301863
4_20220825 21,755.3657366366111
4_20220825 22,719.6532630736588
4_20220825 23,690.0749738538024
4_20220826 00,676.2328569778175
4_20220826 01,673.423708572776
4_20220826 02,667.6123323985004
4_20220826 03,673.4374170007305
4_20220826 04,676.555165336513
4_20220826 05,684.5608394433837
4_20220826 06,744.5849023143028
4_20220826 07,803.3919943209589
4_20220826 08,1069.103777996248
4_20220826 09,1257.2933332087875
4_20220826 10,1380.2805186432186
4_20220826 11,1432.1228241381295
4_20220826 12,1387.3001533566883
4_20220826 13,1397.2536359122269
4_20220826 14,1370.1723057771185
4_20220826 15,1388.2289970556233
4_20220826 16,1346.4501256638932
4_20220826 17,1196.4498908253424
4_20220826 18,1086.8872079001694
4_20220826 19,906.5867428840942
4_20220826 20,817.7948390675651
4_20220826 21,769.162734764188
4_20220826 22,766.8600327690499
4_20220826 23,705.7556801128112
4_20220827 00,676.5754496414635
4_20220827 01,675.1914883607119
4_20220827 02,684.5630989830939
4_20220827 03,668.8458725063757
4_20220827 04,672.9615535739387
4_20220827 05,679.5627033032187
4_20220827 06,746.6480104392821
4_20220827 07,827.3023203396787
4_20220827 08,1058.0242584640246
4_20220827 09,1229.6373594482143
4_20220827 10,1360.0432995365366
4_20220827 11,1363.03666578911
4_20220827 12,1379.0751422682808
4_20220827 13,1360.3332196597082
4_20220827 14,1320.852657748289
4_20220827 15,1316.3539191339469
4_20220827 16,1299.7966455369335
4_20220827 17,1198.8448163121193
4_20220827 18,1068.2649771908787
4_20220827 19,890.4869510941415
4_20220827 20,798.949934548359
4_20220827 21,774.977304272762
4_20220827 22,749.4355185405904
4_20220827 23,719.0536009965497
4_20220828 00,685.2884979679998
4_20220828 01,690.6911694491594
4_20220828 02,690.238808860813
4_20220828 03,693.4122457569509
4_20220828 04,696.3960281357987
4_20220828 05,690.8515894105553
4_20220828 06,750.4707985550125
4_20220828 07,821.3307539821832
4_20220828 08,1059.0569913964382
4_20220828 09,1238.3950469472184
4_20220828 10,1358.3901218453482
4_20220828 11,1365.6641802128363
4_20220828 12,1404.7908039018566
4_20220828 13,1384.9626969750602
4_20220828 14,1355.5549973224402
4_20220828 15,1375.1786344943737
4_20220828 16,1346.7882861663102
4_20220828 17,1232.3585712049735
4_20220828 18,1085.1196677723185
4_20220828 19,885.5089708615103
4_20220828 20,810.2205679637548
4_20220828 21,763.0284533137062
4_20220828 22,741.3489986842695
4_20220828 23,704.4580618524731
4_20220829 00,738.8183329840911
4_20220829 01,721.2217407695684
4_20220829 02,733.1171514600272
4_20220829 03,734.4240667359138
4_20220829 04,724.3309912285678
4_20220829 05,732.0589651682939
4_20220829 06,799.9623887377484
4_20220829 07,853.4086037645926
4_20220829 08,1086.2566962933397
4_20220829 09,1268.3890050586608
4_20220829 10,1402.8721485249885
4_20220829 11,1410.9010517295249
4_20220829 12,1397.382838287732
4_20220829 13,1377.924046666564
4_20220829 14,1359.1389258934669
4_20220829 15,1360.4713783583734
4_20220829 16,1329.6441751104066
4_20220829 17,1226.105499352883
4_20220829 18,1123.5642182567558
4_20220829 19,953.8764323057516
4_20220829 20,881.3822499139577
4_20220829 21,807.4785858605621
4_20220829 22,798.1009860312814
4_20220829 23,750.8705029235617
4_20220830 00,737.5794098630802
4_20220830 01,732.0407393267772
4_20220830 02,724.4824581779684
4_20220830 03,727.8535785156452
4_20220830 04,742.5621378880813
4_20220830 05,749.598927344767
4_20220830 06,797.4923119327074
4_20220830 07,861.4064517844246
4_20220830 08,1137.3701500768773
4_20220830 09,1295.3907260684634
4_20220830 10,1410.6853156750567
4_20220830 11,1395.4265238379312
4_20220830 12,1394.6822899951937
4_20220830 13,1378.580625878422
4_20220830 14,1334.3376924768545
4_20220830 15,1348.4378372653193
4_20220830 16,1316.8819586521686
4_20220830 17,1262.1217210317589
4_20220830 18,1128.7622909110069
4_20220830 19,973.9196907325493
4_20220830 20,908.2710405060618
4_20220830 21,833.2933711054939
4_20220830 22,802.2983818591948
4_20220830 23,723.4279643958909
4_20220831 00,722.4063399086311
4_20220831 01,724.7836449822094
4_20220831 02,719.1112609306408
4_20220831 03,738.5901023514871
4_20220831 04,730.0193845415253
4_20220831 05,740.0079447776469
4_20220831 06,772.4216974402783
4_20220831 07,844.0436659812431
4_20220831 08,1064.98465140296
4_20220831 09,1239.6779339211116
4_20220831 10,1377.4128303769642
4_20220831 11,1400.993186298379
4_20220831 12,1391.5306300484242
4_20220831 13,1361.700997701099
4_20220831 14,1329.2768282446825
4_20220831 15,1323.4785074272565
4_20220831 16,1299.52891341075
4_20220831 17,1237.0008390147711
4_20220831 18,1090.9867837828608
4_20220831 19,931.4703167189391
4_20220831 20,853.9435208705789
4_20220831 21,789.6518796051134
4_20220831 22,766.8046553230056
4_20220831 23,732.7062968135722
5_20220825 00,1975.2302798807652
5_20220825 01,1936.442571992481
5_20220825 02,1966.407310202609
5_20220825 03,1924.5524042947577
5_20220825 04,1853.699555083707
5_20220825 05,1945.0460842889302
5_20220825 06,2045.2329962442332
5_20220825 07,2227.434543604242
5_20220825 08,2757.632298613366
5_20220825 09,3152.2395886965646
5_20220825 10,3191.1681555877494
5_20220825 11,3301.2407918571475
5_20220825 12,3299.541880913999
5_20220825 13,3427.8744679140004
5_20220825 14,3305.6098967594185
5_20220825 15,2987.7233183189282
5_20220825 16,2958.210716700932
5_20220825 17,2720.5916202991352
5_20220825 18,2179.5999656880217
5_20220825 19,1863.6307173333182
5_20220825 20,1650.5234376005492
5_20220825 21,1597.6018563881773
5_20220825 22,1629.0937098241868
5_20220825 23,1571.6802793452223
5_20220826 00,1811.4724074712262
5_20220826 01,1873.2930713251235
5_20220826 02,1877.0655848653569
5_20220826 03,1721.196151595199
5_20220826 04,1752.2109008710768
5_20220826 05,1822.3441234547324
5_20220826 06,1882.5376419653362
5_20220826 07,2057.5633730012523
5_20220826 08,2858.8721418674145
5_20220826 09,3764.499229832178
5_20220826 10,4173.273473408262
5_20220826 11,5619.772390083828
5_20220826 12,6469.7276814794295
5_20220826 13,6370.340005651606
5_20220826 14,6223.927554841535
5_20220826 15,6572.759932027249
5_20220826 16,6327.96770735483
5_20220826 17,6385.003409582146
5_20220826 18,6151.350202382894
5_20220826 19,5562.092182168305
5_20220826 20,5551.074250725898
5_20220826 21,3123.1077352356297
5_20220826 22,2008.7178359526322
5_20220826 23,2015.607469680437
5_20220827 00,1980.818596188399
5_20220827 01,1969.8918371597383
5_20220827 02,1793.473223309378
5_20220827 03,1845.817761645758
5_20220827 04,1776.8715964702135
5_20220827 05,1861.0510116325745
5_20220827 06,1938.8047396920235
5_20220827 07,2130.423554760828
5_20220827 08,2731.123793877346
5_20220827 09,3454.020726909238
5_20220827 10,3929.986424433918
5_20220827 11,6029.800017508089
5_20220827 12,7026.954787957292
5_20220827 13,6969.439576413614
5_20220827 14,6947.153892114681
5_20220827 15,6853.668592877175
5_20220827 16,6847.178417501413
5_20220827 17,6854.8213887417505
5_20220827 18,6452.833842229839
5_20220827 19,6215.1195451707645
5_20220827 20,6183.7049174247595
5_20220827 21,3355.205027371422
5_20220827 22,1970.4738222780759
5_20220827 23,1889.7798563454526
5_20220828 00,1574.0162348324463
5_20220828 01,1631.300458486289
5_20220828 02,1669.1524497048645
5_20220828 03,1685.2071903183523
5_20220828 04,1696.8415934526017
5_20220828 05,1765.3632547950556
5_20220828 06,1986.6860342662246
5_20220828 07,2469.2498728198448
5_20220828 08,4401.23983678906
5_20220828 09,6276.964588671048
5_20220828 10,6409.732048097375
5_20220828 11,6730.8262910231215
5_20220828 12,7075.001550414378
5_20220828 13,7152.508025754792
5_20220828 14,7123.835231284988
5_20220828 15,7119.49157552251
5_20220828 16,7039.879064766711
5_20220828 17,6895.176607125306
5_20220828 18,3731.935165239688
5_20220828 19,2425.3960512825943
5_20220828 20,2261.9755951056454
5_20220828 21,2020.0494124444579
5_20220828 22,1641.4076901107626
5_20220828 23,1619.0065547594857
5_20220829 00,1903.9171989476106
5_20220829 01,1830.4204794848888
5_20220829 02,1901.324018436608
5_20220829 03,1882.899206324671
5_20220829 04,1794.9619875520823
5_20220829 05,1829.0183372113852
5_20220829 06,1860.5400976684746
5_20220829 07,1851.1587892210098
5_20220829 08,1846.7506722167395
5_20220829 09,1989.9983053088954
5_20220829 10,1922.158174982988
5_20220829 11,1956.4461239774105
5_20220829 12,2041.2480637607036
5_20220829 13,2038.7243434795203
5_20220829 14,1715.4551250422444
5_20220829 15,1687.6749549789856
5_20220829 16,1666.1784432865961
5_20220829 17,1829.329262753361
5_20220829 18,1815.9357312919867
5_20220829 19,1825.6461844430482
5_20220829 20,1726.00100520528
5_20220829 21,1726.647884564459
5_20220829 22,1719.5274917838888
5_20220829 23,1682.7382642884197
5_20220830 00,1886.864998234712
5_20220830 01,1880.2212504383308
5_20220830 02,1872.0114690089863
5_20220830 03,1844.5604152449207
5_20220830 04,1836.9755572960742
5_20220830 05,1864.9568628834384
5_20220830 06,1912.9815912682982
5_20220830 07,2021.1832107054204
5_20220830 08,2136.295703157267
5_20220830 09,2183.4523594451816
5_20220830 10,2280.709738138123
5_20220830 11,2359.807381668983
5_20220830 12,2267.141572791135
5_20220830 13,2311.017574187383
5_20220830 14,1849.3058848364033
5_20220830 15,1729.6926941349693
5_20220830 16,1762.9884768398645
5_20220830 17,1881.3862712321156
5_20220830 18,1856.265408788162
5_20220830 19,1867.4745702702085
5_20220830 20,1793.3505013367576
5_20220830 21,1682.1210887128
5_20220830 22,1645.2100835582473
5_20220830 23,1601.4699204899916
5_20220831 00,1776.460924217795
5_20220831 01,1806.8617462787306
5_20220831 02,1785.8477444915661
5_20220831 03,1796.7029690195307
5_20220831 04,1777.949415006292
5_20220831 05,1823.71573364332
5_20220831 06,1850.0991051708204
5_20220831 07,2059.7826358713155
5_20220831 08,2250.4919570463744
5_20220831 09,2430.7051553528704
5_20220831 10,2678.81431703564
5_20220831 11,3041.043933663288
5_20220831 12,2883.749264907072
5_20220831 13,2998.196457316578
5_20220831 14,2485.6560614127498
5_20220831 15,2458.501959517779
5_20220831 16,2332.225284620285
5_20220831 17,2364.0113094650055
5_20220831 18,2004.4163513273197
5_20220831 19,1798.7828414360329
5_20220831 20,1742.908203761302
5_20220831 21,1694.5243952860067
5_20220831 22,1659.433731584688
5_20220831 23,1639.0557403120854
6_20220825 00,1195.4969787086438
6_20220825 01,1026.5108777076975
6_20220825 02,1013.803150508435
6_20220825 03,1003.7314535518391
6_20220825 04,991.8148590882448
6_20220825 05,1038.2675777142192
6_20220825 06,1189.9461201348058
